"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 23:19:00 GMT 2021","Wed Aug 11 23:19:01 GMT 2021","925","vizsgaremek","test_conduit","Test_Conduit","","","test_login",""
"passed","Wed Aug 11 23:19:44 GMT 2021","Wed Aug 11 23:19:46 GMT 2021","2633","vizsgaremek","test_conduit_logged_in","Test_Conduit_Logged_In","","","test_delete_article",""
"passed","Wed Aug 11 23:19:39 GMT 2021","Wed Aug 11 23:19:42 GMT 2021","2366","vizsgaremek","test_conduit_logged_in","Test_Conduit_Logged_In","","","test_save_to_file",""
"passed","Wed Aug 11 23:19:47 GMT 2021","Wed Aug 11 23:19:48 GMT 2021","731","vizsgaremek","test_conduit_logged_in","Test_Conduit_Logged_In","","","test_logout",""
"passed","Wed Aug 11 23:19:07 GMT 2021","Wed Aug 11 23:19:09 GMT 2021","2241","vizsgaremek","test_conduit_logged_in","Test_Conduit_Logged_In","","","test_one_article",""
"passed","Wed Aug 11 23:19:03 GMT 2021","Wed Aug 11 23:19:05 GMT 2021","2137","vizsgaremek","test_conduit","Test_Conduit","","","test_cookie",""
"passed","Wed Aug 11 23:19:33 GMT 2021","Wed Aug 11 23:19:37 GMT 2021","3812","vizsgaremek","test_conduit_logged_in","Test_Conduit_Logged_In","","","test_change_article",""
"passed","Wed Aug 11 23:18:58 GMT 2021","Wed Aug 11 23:18:59 GMT 2021","1572","vizsgaremek","test_conduit","Test_Conduit","","","test_registration",""
"passed","Wed Aug 11 23:19:11 GMT 2021","Wed Aug 11 23:19:23 GMT 2021","12285","vizsgaremek","test_conduit_logged_in","Test_Conduit_Logged_In","","","test_new_articles",""
"passed","Wed Aug 11 23:19:29 GMT 2021","Wed Aug 11 23:19:31 GMT 2021","2633","vizsgaremek","test_conduit_logged_in","Test_Conduit_Logged_In","","","test_list_articles",""
"passed","Wed Aug 11 23:19:24 GMT 2021","Wed Aug 11 23:19:27 GMT 2021","2522","vizsgaremek","test_conduit_logged_in","Test_Conduit_Logged_In","","","test_page_list",""
